사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022012400100532,2022년 1월 24일 21시,월요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,남,20세,경상
2022012400100533,2022년 1월 24일 21시,월요일,전라북도 전주시 덕진구 산정동,중상사고,0,1,0,0,차대사람 - 횡단중,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,39세,중상
2022012500100052,2022년 1월 25일 07시,화요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,29세,상해없음,보행자,여,67세,중상
2022012500100196,2022년 1월 25일 12시,화요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,흐림,교차로 - 교차로안,승용,여,70세,상해없음,승용,남,74세,상해없음
2022012500100197,2022년 1월 25일 12시,화요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,59세,상해없음,보행자,여,68세,중상
2022012500100254,2022년 1월 25일 14시,화요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,80세,상해없음,보행자,여,40세,경상
2022012600100032,2022년 1월 26일 05시,수요일,전라북도 전주시 완산구 전동,사망사고,1,0,0,0,차대차 - 기타,과속,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,34세,상해없음
2022012600100047,2022년 1월 26일 06시,수요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,보행자,여,50세,경상
2022012600100099,2022년 1월 26일 08시,수요일,전라북도 전주시 덕진구 덕진동1가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,28세,중상
2022012600100155,2022년 1월 26일 10시,수요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,68세,상해없음,승용,남,40세,경상
2022012600100278,2022년 1월 26일 14시,수요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,31세,기타불명,승용,여,37세,경상
2022012600100342,2022년 1월 26일 16시,수요일,전라북도 전주시 덕진구 만성동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,여,37세,경상
2022012600100369,2022년 1월 26일 17시,수요일,전라북도 전주시 완산구 고사동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,보행자,여,19세,중상
2022012600100370,2022년 1월 26일 17시,수요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,19세,경상
2022012600100371,2022년 1월 26일 17시,수요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,승용,남,23세,경상
2022012700100076,2022년 1월 27일 08시,목요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,남,29세,경상
2022012700100166,2022년 1월 27일 11시,목요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,68세,상해없음,승용,남,70세,경상
2022012700100301,2022년 1월 27일 15시,목요일,전라북도 전주시 덕진구 반월동,경상사고,0,0,2,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,65세,상해없음,보행자,여,45세,경상
2022012800100063,2022년 1월 28일 08시,금요일,전라북도 전주시 덕진구 여의동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,61세,상해없음,보행자,여,80세,중상
2022012800100284,2022년 1월 28일 14시,금요일,전라북도 전주시 완산구 효자동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,56세,상해없음,보행자,여,61세,중상
2022012800100327,2022년 1월 28일 15시,금요일,전라북도 전주시 완산구 다가동3가,경상사고,0,0,2,0,차대차 - 기타,중앙선침범,포장 - 기타,맑음,교차로 - 교차로부근,화물,남,60세,상해없음,화물,남,26세,경상
2022012800100328,2022년 1월 28일 15시,금요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,개인형이동수단(PM),남,14세,상해없음,보행자,남,82세,경상
2022012800100466,2022년 1월 28일 18시,금요일,전라북도 전주시 덕진구 여의동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,보행자,여,59세,경상
2022012800100556,2022년 1월 28일 20시,금요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,73세,경상,이륜,남,44세,중상
2022012800100595,2022년 1월 28일 21시,금요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,26세,경상
2022012900100145,2022년 1월 29일 12시,토요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,40세,상해없음,이륜,남,19세,중상
2022012900100146,2022년 1월 29일 12시,토요일,전라북도 전주시 완산구 동서학동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,83세,상해없음,승용,남,42세,경상
2022012900100183,2022년 1월 29일 13시,토요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대차 - 정면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,이륜,남,41세,중상
2022013000100074,2022년 1월 30일 11시,일요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,77세,상해없음,승용,여,62세,경상
2022013000100180,2022년 1월 30일 15시,일요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,52세,상해없음,승용,여,55세,경상
2022013000100181,2022년 1월 30일 15시,일요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,21세,상해없음,승용,여,42세,경상
2022013000100261,2022년 1월 30일 18시,일요일,전라북도 전주시 완산구 경원동1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,59세,경상
2022013100100184,2022년 1월 31일 16시,월요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,여,36세,경상
2022020100100111,2022년 2월 1일 14시,화요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,42세,중상,개인형이동수단(PM),남,24세,경상
2022020100100143,2022년 2월 1일 16시,화요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,이륜,남,23세,상해없음,보행자,남,29세,경상
2022020200100060,2022년 2월 2일 11시,수요일,전라북도 전주시 완산구 평화동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,56세,상해없음,화물,여,59세,경상
2022020200100094,2022년 2월 2일 13시,수요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,52세,상해없음,승용,남,28세,상해없음
2022020200100148,2022년 2월 2일 15시,수요일,전라북도 전주시 덕진구 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,56세,상해없음,보행자,남,54세,중상
2022020200100169,2022년 2월 2일 16시,수요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,원동기,남,56세,상해없음,승용,남,32세,경상
2022020200100170,2022년 2월 2일 16시,수요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,31세,기타불명
2022020200100262,2022년 2월 2일 20시,수요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,68세,경상
2022020200100298,2022년 2월 2일 21시,수요일,전라북도 전주시 덕진구 송천동2가,중상사고,0,1,1,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,28세,중상,승용,남,25세,경상
2022020200100313,2022년 2월 2일 22시,수요일,전라북도 전주시 완산구 평화동1가,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,이륜,남,71세,중상
2022020300100020,2022년 2월 3일 06시,목요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,승용,여,31세,경상
2022020300100119,2022년 2월 3일 10시,목요일,전라북도 전주시 완산구 효자동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,77세,중상
2022020300100383,2022년 2월 3일 19시,목요일,전라북도 전주시 덕진구 팔복동2가,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,이륜,여,74세,중상
2022020300100421,2022년 2월 3일 21시,목요일,전라북도 전주시 덕진구 덕진동1가,중상사고,0,3,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,여,29세,중상
2022020500100054,2022년 2월 5일 09시,토요일,전라북도 전주시 완산구 동완산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,49세,경상
2022020500100094,2022년 2월 5일 11시,토요일,전라북도 전주시 완산구 서신동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,53세,중상
2022020500100144,2022년 2월 5일 13시,토요일,전라북도 전주시 완산구 삼천동2가,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,47세,경상
2022020500100203,2022년 2월 5일 15시,토요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,25세,경상
2022020500100224,2022년 2월 5일 16시,토요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,69세,상해없음,승용,여,47세,경상
2022020500100351,2022년 2월 5일 21시,토요일,전라북도 전주시 완산구 풍남동1가,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,52세,상해없음,보행자,남,56세,중상
2022020500100352,2022년 2월 5일 21시,토요일,전라북도 전주시 덕진구 송천동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,57세,중상
2022020600100019,2022년 2월 6일 07시,일요일,전라북도 전주시 덕진구 송천동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,여,72세,중상
2022020600100053,2022년 2월 6일 11시,일요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,32세,상해없음,승용,남,36세,경상
2022020600100280,2022년 2월 6일 23시,일요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,71세,경상
